Id_estacio;Nom_Est;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;Porc_datos;Celda_XY;Cant_Est;departamento;municipio;AH;ZSZH;Longitud;Latitud;vereda;SUBREGION
21230090;ARRANCAPLUMAS [21230090];100;27;91;44;82;68;68;89;88;31;71;20;0;17;30;26;24;15;48;70;71;68;73;51;2;83;97;63;5;32;95;37;3;23;50;53;30;13;40;82;29;63;52;54;97;61;81;61;12;23;93;92;78;(2-8);12;Cundinamarca;Guaduas;MagdalenaCauca;RíoSecoyotrosDirectosalMagdalena;4808410;2133158;PUERTO BOGOTA;
21230120;BELLEZA LA [21230120];100;28;70;99;92;7;21;38;24;21;6;48;52;29;61;88;79;81;87;64;20;3;0;87;81;60;18;41;40;13;63;67;43;0;39;94;44;48;17;31;99;98;71;20;80;27;30;97;76;79;27;51;66;(2-8);12;Cundinamarca;Chaguaní;MagdalenaCauca;RíoSecoyotrosDirectosalMagdalena;4824771;2109088;LLANADAS;
21240040;SANTA ISABEL [21240040];0;11;21;61;27;44;39;59;92;42;99;64;92;95;0;0;97;7;50;19;41;27;21;51;44;74;28;81;34;77;90;83;8;75;94;82;61;1;85;88;39;90;34;9;43;65;32;74;14;43;91;87;28;(1-7);23;Tolima;SantaIsabel;MagdalenaCauca;RíoTotare(1-7);4767145;2077694;GUAIMARAL;
21240070;ANZOATEGUI [21240070];100;19;99;26;5;60;75;14;59;8;18;78;45;99;25;32;8;86;11;55;57;41;88;98;84;81;81;14;11;98;20;92;12;14;20;0;27;41;47;38;27;69;55;78;77;47;95;9;81;9;74;26;86;(1-7);23;Tolima;Anzoátegui;MagdalenaCauca;RíoTotare(1-7);4768233;2070781;;
21240110;BODEGA LA [21240110];100;83;79;90;19;99;41;97;6;63;39;46;21;48;63;68;72;52;79;20;2;89;5;18;35;1;30;96;48;51;47;38;31;69;46;65;76;45;59;88;81;5;71;27;91;13;49;80;45;11;53;48;60;(1-7);23;Tolima;SantaIsabel;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4762839;2081645;LA YUCA;
21245050;AFRICA ABAJO [21245050];100;37;30;45;98;76;53;60;56;52;76;82;71;39;70;10;25;80;56;96;39;38;34;82;15;51;74;50;100;36;46;69;53;22;49;92;94;82;8;3;9;11;15;51;49;34;65;29;81;74;64;41;0;(1-6);24;Tolima;SantaIsabel;MagdalenaCauca;RíoTotare(1-6);4739428;2083312;TOTARITO;
21245070;AFRICA LA LINEA [21245070];100;43;66;50;60;12;43;8;90;0;20;87;43;91;32;46;2;42;45;49;89;70;82;63;67;32;73;93;56;86;100;5;15;99;100;39;22;23;43;56;72;38;65;42;85;98;81;80;73;25;5;22;0;(1-6);24;Tolima;SantaIsabel;MagdalenaCauca;RíoOtúnyotrosdirectosalCauca;4735736;2085168;LA FLORIDA;
21245090;ERMITA LA [21245090];100;80;30;98;11;4;98;23;56;13;37;36;79;55;59;64;78;94;94;77;66;36;21;16;15;90;12;19;20;7;3;53;73;23;94;32;77;73;78;93;61;2;13;84;32;5;5;46;12;65;8;60;29;(1-7);23;Tolima;SantaIsabel;MagdalenaCauca;RíoTotare(1-7);4750510;2079589;LA ESTRELLA;
21245100;TOTARITO [21245100];100;14;14;37;70;17;46;40;93;68;71;14;54;97;94;3;17;12;25;26;19;72;2;53;44;11;64;6;84;27;70;83;39;87;83;69;10;79;17;97;87;66;9;49;25;19;69;62;75;43;59;99;3;(1-6);24;Tolima;SantaIsabel;MagdalenaCauca;RíoTotare(1-6);4748661;2079595;TOTARITO;
21245120;ALTO PURIMA [21245120];100;81;50;100;44;82;75;91;5;87;6;7;94;63;13;30;32;24;64;27;71;47;44;67;88;51;74;73;90;90;91;75;88;28;30;24;100;70;30;63;53;32;72;71;81;67;63;12;13;80;22;66;3;(1-7);23;Tolima;SantaIsabel;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4767150;2079537;BUENAVISTA;
21245140;SANTA ISABEL [21245140];100;86;99;95;68;45;11;53;98;26;64;29;62;51;68;78;84;74;80;91;10;54;84;77;86;28;8;23;91;41;31;37;50;46;43;63;66;94;62;88;3;71;23;73;17;2;25;62;97;46;27;44;75;(1-7);23;Tolima;SantaIsabel;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4767764;2079004;LA PAVAS;
21250050;ALTO DEL OSO [21250050];100;48;34;44;34;15;92;42;62;1;42;92;11;87;30;68;24;14;95;52;62;19;31;28;51;21;44;41;27;91;24;62;85;70;99;65;7;84;3;23;94;6;26;29;41;65;50;34;44;97;64;93;59;(1-7);23;Tolima;Murillo;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4750558;2094333;ALFOMBRALES;
21250060;IDEMA-ARMERO [21250060];0;73;60;69;66;78;28;45;24;91;7;31;86;33;8;48;75;96;35;41;2;82;48;65;44;42;22;66;8;88;75;15;21;85;14;0;70;33;25;55;46;88;68;57;57;0;100;97;83;3;13;4;21;(2-7);24;Tolima;Armero(Guayabal);MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4787564;2107117;ARMERO;
21250070;SIERRA LA [21250070];100;82;8;5;28;14;81;23;36;46;22;39;52;69;71;68;15;86;72;40;81;56;25;89;99;9;80;28;48;98;38;4;55;62;38;5;22;79;91;69;8;91;3;20;85;35;96;17;41;1;90;47;94;(1-7);23;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4785401;2088710;INSPECCION DE POLICIA LA SIERRA;
21250100;ESTRELLA LA [21250100];100;46;3;27;49;69;49;62;55;82;72;1;89;62;3;90;94;6;89;6;21;12;39;83;62;1;42;93;22;76;40;69;86;55;95;73;72;41;80;24;25;2;56;22;51;28;34;84;2;74;97;83;58;(1-7);23;Tolima;Venadillo;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4789493;2084466;COFRADIA DE GALLEGO;
21250120;VILLAHERMOSA [21250120];0;83;70;67;15;63;85;5;81;7;2;15;98;97;40;83;23;26;19;42;66;64;27;60;82;80;77;73;63;5;8;34;75;17;46;6;40;15;59;59;62;65;48;88;16;55;20;1;11;44;17;60;62;(2-7);24;Tolima;Villahermosa;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4765301;2112734;SIN DEFINIR;
21250150;PUENTE KM 85 EL [21250150];0;22;3;14;98;84;54;27;30;23;16;33;37;27;33;61;74;91;41;74;87;88;81;96;67;19;15;39;13;6;72;21;53;66;22;62;76;78;99;51;18;94;87;52;56;56;41;50;74;33;81;54;4;(2-7);24;Tolima;Armero(Guayabal);MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4796794;2103406;SIN DEFINIR;
21250170;BOQUERON [21250170];100;88;67;63;34;46;43;69;64;55;95;38;72;4;54;24;76;92;3;0;35;100;34;47;17;53;39;34;57;56;100;37;89;69;89;16;81;98;87;19;42;9;36;64;41;94;71;91;72;85;35;89;48;(2-7);24;Tolima;Villahermosa;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4750270;2100293;SIN DEFINIR;
21250190;GARCIA HACIENDA [21250190];0;50;16;36;86;81;94;1;38;17;58;88;27;68;7;26;18;42;11;51;44;20;98;38;67;60;76;97;6;7;78;93;31;24;0;33;16;46;49;55;32;8;9;80;96;89;52;12;35;20;4;51;33;(1-7);23;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4789376;2094214;AREA URBANA Y SUBURBANA;
21250310;IDEMA [21250310];59;4;85;0;20;21;95;92;1;44;22;25;31;19;62;51;58;33;1;0;71;84;87;2;14;10;1;95;31;64;13;84;33;60;63;69;84;48;91;3;100;33;28;15;58;38;62;19;71;40;52;2;1;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4802294;2086809;TAJO MEDIO;
21250350;TRIUNFO EL HACIENDA [21250350];8;54;21;14;5;56;36;39;82;22;89;65;72;83;64;4;94;88;36;79;19;34;4;68;99;77;17;46;94;27;77;71;59;99;67;94;3;88;80;93;49;51;29;79;74;89;56;70;5;5;92;12;4;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4800470;2096026;CHORRILLO;
21250360;PUENTE EL KM 89 [21250360];0;46;49;43;70;70;56;78;76;73;15;81;84;1;12;29;96;52;2;35;58;81;54;58;61;72;82;95;62;75;31;7;17;91;33;34;62;63;27;84;97;93;78;97;9;29;96;35;90;42;45;35;4;(2-7);24;Tolima;Armero(Guayabal);MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4793098;2103416;SIN DEFINIR;
21250370;FLORIDA LA HACIENDA [21250370];0;37;16;83;11;76;77;46;10;23;16;5;32;65;39;49;62;91;58;57;89;90;5;97;11;66;44;21;29;14;24;47;38;69;96;61;0;16;77;47;86;33;16;26;76;95;74;70;41;90;49;59;27;(2-7);24;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4798642;2103401;SANTUARIO;
21250410;BLEDONIA [21250410];100;14;81;46;23;27;40;23;46;79;52;100;52;80;95;70;26;66;9;19;29;25;11;34;52;32;69;29;52;59;72;89;55;41;82;23;36;9;34;24;58;54;64;74;54;57;23;63;3;70;99;16;0;(2-7);24;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4787554;2103432;COLOYA;
21250430;CAMPAMENTO AMBALEM [21250430];0;50;30;9;13;90;70;48;17;56;7;88;2;43;86;9;42;93;72;22;27;60;36;15;67;83;76;65;92;22;82;27;26;55;62;38;71;72;85;88;68;57;27;10;7;6;88;44;27;51;24;20;59;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4804142;2086804;;
21250440;ALEGRIAS [21250440];23;65;8;52;95;7;98;10;6;19;48;23;56;5;47;88;41;74;49;5;91;87;100;83;3;45;86;100;23;43;77;52;8;48;99;1;95;7;3;14;2;25;48;18;31;60;28;81;34;0;40;83;4;(1-7);23;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4785684;2096067;ALTO DEL BLEDO;
21250450;POTOSI HACIENDA [21250450];100;32;47;14;30;9;61;37;70;86;24;0;77;88;13;81;95;9;90;43;80;49;64;3;83;10;67;47;85;99;65;1;99;85;52;19;6;38;14;70;21;65;41;47;81;4;64;88;0;95;18;3;95;(2-7);24;Tolima;Armero(Guayabal);MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4791383;2116654;LA JOYA;
21250460;VENADILLO [21250460];100;68;28;65;45;62;82;68;3;78;90;31;71;27;3;10;45;98;68;17;48;84;57;70;67;51;39;5;47;2;100;70;19;53;41;32;72;78;82;72;85;27;83;82;12;100;42;21;37;5;58;61;85;(1-7);23;Tolima;Venadillo;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4787350;2073635;PALMAROSA;
21250480;SANTA BARBARA [21250480];100;66;49;14;8;1;94;7;8;40;32;6;35;48;81;31;48;88;81;74;90;50;20;21;14;37;3;83;33;53;63;36;86;92;81;22;77;16;19;86;63;76;32;45;39;65;24;61;58;56;5;52;62;(2-7);24;Tolima;Murillo;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4753885;2100582;SANTA BARBARA;
21250500;LIBANO [21250500];0;5;15;25;36;39;45;42;39;62;95;58;99;64;85;98;14;42;82;24;24;19;41;50;60;56;67;19;53;18;100;84;27;80;23;97;39;66;8;49;52;33;99;80;66;69;60;38;79;21;99;89;96;(2-7);24;Tolima;Líbano;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4769897;2102220;;
21250510;ARMERO GJA-C UNIVE [21250510];100;53;80;46;99;28;95;60;75;15;61;2;3;18;33;15;28;32;8;75;42;78;80;100;14;7;21;89;17;30;36;20;30;42;60;62;79;47;88;3;78;97;73;42;2;9;22;93;41;61;27;40;22;(2-7);24;Tolima;Armero(Guayabal);MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4787564;2107117;ARMERO;
21250530;PALMA LA [21250530];100;2;99;83;79;94;33;15;26;22;96;66;39;46;35;78;91;68;73;76;18;30;24;99;21;44;84;37;53;46;73;76;78;98;64;6;3;10;23;18;19;33;26;53;10;58;73;43;96;39;90;57;3;(2-7);24;Tolima;Líbano;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4769078;2105330;ALTAGRACIA;
21250540;BOCATOMA C NORTE [21250540];100;97;46;37;30;59;100;79;53;46;86;55;95;81;86;26;73;10;61;1;81;10;74;61;57;6;38;89;82;75;14;97;16;14;100;56;94;37;39;18;71;34;77;57;77;99;94;80;90;76;18;19;39;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4800445;2086814;TAJO MEDIO;
21250550;ESPERANZA LOBONES [21250550];100;63;60;44;80;50;62;91;71;94;90;2;23;73;43;93;49;84;50;65;55;75;97;93;4;79;78;55;21;37;17;32;44;35;55;31;75;85;3;58;90;0;17;97;12;80;15;44;37;26;20;41;21;(1-7);23;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4785679;2094224;ALTO DEL SOL;
21250560;CHORRILLO [21250560];100;85;82;81;30;98;13;94;12;23;56;32;26;36;64;93;83;88;0;15;96;38;82;58;44;28;41;19;73;63;68;8;49;85;17;71;40;78;8;20;1;81;4;48;61;31;65;51;50;31;17;81;37;(1-7);23;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4798612;2092346;CHORRILLO;
21250570;IGUACITOS [21250570];100;21;30;16;14;37;71;59;61;55;78;71;74;39;77;33;19;42;39;35;62;36;59;80;26;76;72;85;22;52;31;75;17;41;69;39;15;41;56;24;64;57;32;10;55;97;77;75;86;52;82;48;36;(1-7);23;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4794920;2094199;IGUACITO;
21250580;BOQUERON [21250580];100;4;55;79;36;14;58;84;78;91;17;9;22;55;16;58;53;40;73;60;12;80;96;82;90;11;34;99;91;33;46;52;42;45;32;75;64;72;45;14;14;73;12;88;32;31;86;70;66;1;34;85;34;(1-7);23;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4796754;2088666;TAJO MEDIO;
21250590;BOCATOMA C CENTRAL [21250590];100;69;18;88;0;8;94;38;13;18;48;34;3;54;71;74;16;2;12;97;2;15;29;30;13;37;59;53;53;69;36;1;79;83;96;63;32;96;26;39;96;35;51;15;39;69;48;5;0;79;87;66;39;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4802294;2086809;TAJO MEDIO;
21250600;GAMBA [21250600];100;31;98;51;56;29;49;15;16;6;84;24;93;94;36;9;53;20;34;74;17;97;40;66;77;73;83;69;92;87;0;13;9;100;29;29;46;12;53;16;49;71;52;38;13;47;46;70;66;37;49;93;35;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4804151;2090489;GAMBA;
21250610;ALSACIA [21250610];100;52;53;76;48;96;88;0;57;71;47;28;1;71;10;78;31;51;0;70;81;100;50;29;8;7;4;90;60;10;40;33;22;63;79;56;62;91;89;94;70;60;51;77;70;86;53;19;2;100;0;80;36;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4802313;2094179;CHORRILLO;
21250620;MANGON EL [21250620];100;100;89;69;33;36;36;65;5;48;61;78;58;64;4;92;81;13;78;18;45;11;28;94;60;47;44;56;26;60;94;84;98;81;0;7;83;39;83;82;94;90;100;86;21;7;17;40;99;20;30;42;37;(1-7);23;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4787517;2090534;Inspeccion de POLICIA LA SIERRA;
21250630;BALMORAL [21250630];100;24;23;69;54;52;86;92;72;14;80;17;9;11;55;81;49;34;32;68;34;51;67;60;25;42;92;88;61;31;67;21;0;16;56;100;40;16;82;29;98;99;30;7;84;38;54;47;39;87;97;71;36;(1-7);23;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4787512;2088691;EL CENSO;
21250640;PIEDRAS NEGRAS [21250640];100;99;53;4;76;92;40;70;22;15;45;30;25;38;31;34;85;28;71;75;78;2;96;24;65;5;27;11;23;20;30;51;55;58;37;48;62;11;45;20;75;61;58;70;51;92;4;75;88;95;17;25;2;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4800440;2084971;TAJO MEDIO;
21255070;BLEDONIA [21255070];100;94;7;56;26;25;48;6;76;65;46;48;61;2;83;89;90;6;5;28;88;18;45;61;27;43;35;63;69;72;59;38;17;94;58;83;51;65;81;76;0;69;8;24;78;55;85;38;17;31;54;13;0;(2-7);24;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4787554;2103432;COLOYA;
21255080;SALTO EL [21255080];0;29;70;10;76;79;59;69;64;16;97;1;40;97;9;52;93;56;21;65;51;44;96;29;82;75;76;99;85;7;91;1;1;42;84;89;77;19;86;42;90;22;44;28;41;44;21;73;69;81;52;65;89;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoCoello;4804000;2086851;;
21255090;ARMERO GRANJA [21255090];100;93;48;75;23;84;10;4;2;47;86;56;16;32;72;26;56;57;63;90;86;85;89;66;45;24;12;5;5;36;39;9;81;96;22;55;3;35;62;52;45;43;36;77;92;83;76;55;34;86;15;14;66;(2-7);24;Tolima;Armero(Guayabal);MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4789424;2110797;ARMERO;
21255110;SANTA ISABEL [21255110];100;43;13;41;7;23;36;55;66;21;64;91;70;71;76;94;23;97;29;79;35;48;1;43;23;49;53;56;55;13;36;67;16;73;38;41;81;70;12;53;96;93;94;15;1;99;25;18;56;16;50;46;82;(1-7);23;Tolima;SantaIsabel;MagdalenaCauca;RíoTotare(1-7);4763614;2077899;BOLIVAR;
21255120;VILLAHERMOSA [21255120];100;27;64;62;85;44;54;3;82;84;40;57;26;9;42;43;97;67;24;34;84;17;64;93;59;15;45;80;34;34;4;17;81;74;90;3;86;97;6;83;62;87;14;46;22;63;54;69;37;65;79;86;80;(2-7);24;Tolima;Villahermosa;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4765301;2112734;SIN DEFINIR;
21255140;QUINTA LA [21255140];100;62;14;71;95;75;17;30;1;23;17;34;48;41;42;47;50;2;27;97;73;83;5;98;14;81;81;14;85;97;94;67;34;9;20;96;37;78;27;61;50;67;77;73;47;70;90;32;76;90;13;7;58;(1-7);23;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4787078;2091070;AREA URBANA Y SUBURBANA;
21255150;GARCIA HACIENDA [21255150];100;98;20;6;61;56;41;38;24;78;55;61;64;20;78;9;87;97;35;21;18;3;13;61;8;1;30;71;47;24;34;76;11;91;41;60;0;41;81;9;50;29;66;7;27;94;73;75;40;33;23;70;49;(1-7);23;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4790314;2094810;AREA URBANA Y SUBURBANA;
21255170;MURILLO - AUT [21255170];33;79;45;62;39;92;95;75;1;95;91;24;28;18;11;25;68;21;74;37;54;53;34;28;14;65;9;52;72;58;68;64;77;92;44;14;64;97;45;84;31;7;38;48;44;56;27;24;2;70;86;81;98;(1-7);23;Tolima;Murillo;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4759075;2096578;;
22050100;GUAYABOS LOS [22050100];100;59;8;92;78;54;73;9;32;93;63;1;58;35;48;88;44;57;90;53;89;70;55;56;39;4;72;88;79;82;95;27;18;80;22;35;44;21;37;52;68;61;90;37;6;7;62;1;68;24;0;20;61;(1-7);23;Tolima;Coyaima;MagdalenaCauca;RíoTotare(1-7);4767469;2072890;EL FIERRO;
23010020;EDEN EL [23010020];0;6;46;12;55;97;39;66;71;49;52;51;96;86;89;80;93;35;1;77;66;8;96;92;89;86;23;26;45;2;26;48;59;46;89;28;71;71;0;2;68;24;85;5;28;92;27;23;34;60;3;83;94;(2-7);24;Tolima;Fresno;MagdalenaCauca;RíoGualí;4772967;2128359;LA FLORIDA;
23010070;MACARENA LA HACIENDA [23010070];0;56;29;79;86;60;89;70;93;100;87;56;69;39;38;18;59;86;100;28;7;56;91;26;66;6;86;28;58;50;65;5;61;90;90;80;5;1;89;18;8;61;31;45;47;41;78;72;59;39;82;95;4;(2-7);24;Tolima;Mariquita;MagdalenaCauca;RíoGualí;4791330;2131060;PANTANO GRANDE;
23010080;IDEMA-HONDA [23010080];0;85;78;30;60;26;91;32;20;2;49;22;35;78;20;58;20;23;64;30;70;20;40;89;62;73;69;83;98;0;12;97;82;52;100;19;21;65;55;58;63;39;83;95;77;62;86;7;8;1;39;10;97;(2-8);12;Tolima;Honda;MagdalenaCauca;RíoGualí;4806159;2133016;;
23010110;SUBESTACION ELECTR [23010110];100;28;13;36;9;53;53;46;39;53;97;71;77;66;68;53;83;47;53;93;6;77;91;87;10;23;3;20;86;65;53;32;73;41;66;71;76;90;59;84;25;66;45;89;12;25;21;48;5;78;46;61;5;(2-7);24;Tolima;Mariquita;MagdalenaCauca;RíoGualí;4793177;2131054;PANTANO GRANDE;
23015040;AEROPUERTO MARIQUITA [23015040];100;66;76;35;64;58;7;85;3;16;87;6;84;61;3;69;8;1;95;47;78;41;26;24;46;17;66;36;49;91;34;84;80;67;23;60;30;80;100;48;89;29;33;16;64;60;72;79;64;41;82;10;50;(2-7);24;Tolima;Mariquita;MagdalenaCauca;RíoGualí;4791000;2133978;;
23020080;MANZANARES [23020080];100;17;75;85;7;93;37;87;39;7;7;19;85;5;7;14;22;17;30;37;27;77;70;45;55;67;95;88;3;57;98;10;43;6;12;22;25;43;47;29;68;84;63;80;46;45;18;14;27;81;46;49;87;(2-7);24;Caldas;Manzanares;MagdalenaCauca;RíoGuarinó;4762458;2140249;;
23020090;MARULANDA [23020090];100;98;99;47;28;71;24;38;79;18;22;41;99;69;44;64;40;66;8;62;78;78;99;10;20;6;1;24;43;20;48;41;51;58;60;0;44;0;86;84;3;86;100;0;46;80;13;63;59;48;11;41;88;(2-6);13;Caldas;Marulanda;MagdalenaCauca;RíoGuarinó;4748822;2141686;CENTRO MARULANDA;
23020100;VICTORIA LA [23020100];100;62;48;42;92;76;64;62;2;82;71;62;3;43;100;86;82;28;75;1;44;10;61;4;42;39;22;88;18;71;64;91;82;77;90;97;94;21;92;4;23;24;73;67;96;46;80;1;99;98;77;19;88;(2-7);24;Caldas;Victoria;MagdalenaCauca;RíoGuarinó;4787906;2146299;;
23025020;ESPERANZA LA [23025020];92;1;68;8;31;63;100;66;80;6;76;90;93;92;62;78;48;21;0;79;45;62;49;55;4;75;74;95;58;28;3;90;12;98;68;31;35;38;55;54;100;60;93;5;20;16;0;23;33;40;40;29;85;(2-8);12;Tolima;Honda;MagdalenaCauca;RíoGualí;4808444;2139778;PALACIOS;
23025040;ALBANIA [23025040];100;23;46;29;71;83;26;2;29;96;38;29;61;64;13;84;69;53;63;68;8;11;76;18;62;41;46;94;36;2;68;45;48;89;45;58;98;51;43;10;24;38;4;70;0;53;63;47;70;56;78;76;65;(2-7);24;Tolima;Mariquita;MagdalenaCauca;RíoGuarinó;4789224;2142383;MALABAR BAJO;
23030010;ESPERANZA LA HACIENDA [23030010];0;29;39;29;33;19;42;57;45;77;64;60;87;100;77;19;72;15;99;22;37;80;59;42;39;76;35;56;52;51;96;34;11;70;69;39;78;42;31;37;61;57;54;60;37;15;8;72;95;80;24;11;5;(3-8);10;Cundinamarca;PuertoSalgar;MagdalenaCauca;DirectosalMagdalenaentreRíosSecoyNegro(md);4819120;2162303;AREA URBANA;
23035020;AEROPUERTO PALANQUERO [23035020];100;38;74;37;58;81;41;97;63;12;80;9;22;90;17;6;17;40;33;46;39;42;95;60;89;56;72;100;87;29;73;15;26;19;22;50;65;92;67;100;65;92;31;76;17;85;23;34;30;43;27;47;73;(3-8);10;Cundinamarca;PuertoSalgar;MagdalenaCauca;DirectosalMagdalenaentreRíosSecoyNegro(md);4816752;2162831;AREA URBANA;
23040030;IDEMA-DORADA [23040030];25;4;58;74;20;17;90;13;13;26;45;21;30;44;84;73;54;56;99;70;93;94;61;24;10;33;96;19;53;33;36;79;5;4;96;99;29;66;35;99;21;58;99;38;53;33;87;29;79;62;47;17;88;(3-8);10;Caldas;LaDorada;MagdalenaCauca;DirectosMagdalenaentreRíosGuarinóyLaMiel;4814379;2163701;;
23040050;BASCULA LA [23040050];33;54;9;21;17;25;58;34;4;18;84;87;67;6;87;89;1;98;33;0;14;56;0;66;20;46;40;69;3;34;87;66;5;16;12;2;21;24;75;14;71;62;39;89;69;86;52;92;27;1;13;9;1;(3-8);10;Caldas;LaDorada;MagdalenaCauca;DirectosMagdalenaentreRíosGuarinóyLaMiel;4809878;2158644;LA ARENOSA;
23040060;PALMAR EL HACIENDA [23040060];1;93;72;38;67;92;51;0;71;85;22;65;5;24;7;51;91;47;27;31;80;50;64;58;71;95;4;90;87;70;49;29;35;36;51;67;69;76;50;6;92;89;75;92;31;24;18;33;100;49;56;32;4;(3-8);10;Caldas;LaDorada;MagdalenaCauca;DirectosMagdalenaentreRíosGuarinóyLaMiel;4808032;2158649;LA ARENOSA;
23040070;CANAVERAL [23040070];100;59;10;4;93;87;100;42;4;38;11;28;55;60;41;44;85;99;69;81;84;85;27;94;8;88;40;43;48;59;54;80;83;89;87;83;97;38;100;42;7;28;41;33;60;16;69;22;63;85;72;81;86;(2-7);24;Caldas;Victoria;MagdalenaCauca;RíoLaMiel(Samaná);4784880;2147120;CañaVERAL;
23050070;NORCASIA [23050070];0;9;3;69;19;51;34;18;68;75;52;80;62;1;92;92;48;62;31;16;99;48;7;57;15;42;91;47;97;4;64;33;73;29;3;18;59;90;46;46;27;77;86;72;76;52;18;86;99;92;70;26;18;(3-8);10;Caldas;Victoria;MagdalenaCauca;DirectosMagdalenaentreRíosGuarinóyLaMiel;4809921;2173383;ISAZA;
23050080;MARQUETALIA [23050080];0;73;52;79;35;72;71;70;13;79;96;83;24;12;7;32;11;14;52;62;50;55;58;85;65;27;68;10;37;42;26;7;37;54;58;61;40;67;9;83;90;79;21;8;88;16;88;40;43;46;19;42;94;(2-7);24;Caldas;Marquetalia;MagdalenaCauca;RíoLaMiel(Samaná);4772070;2143899;;
23050100;SAN MIGUEL [23050100];100;90;2;74;90;29;20;5;28;89;45;45;37;43;70;85;63;69;72;2;88;8;95;0;50;48;45;44;40;67;72;74;30;43;13;97;90;30;84;25;24;20;70;7;54;83;23;2;32;70;63;64;77;(3-8);10;Antioquia;Sonsón;MagdalenaCauca;RíoLaMiel(Samaná);4808932;2191525;SAN MIGUEL;ORIENTE
23050230;SAN JOSE PENSILVAN [23050230];100;29;43;9;52;6;43;74;50;81;46;97;77;83;8;79;90;32;12;23;9;29;55;49;0;34;85;64;7;95;88;23;79;21;34;89;28;34;37;67;16;87;36;70;5;58;0;68;97;17;13;26;84;(3-7);5;Caldas;Pensilvania;MagdalenaCauca;RíoLaMiel(Samaná);4761936;2152270;SAN JOSE;
